Response ID,Time Started,Date Submitted,Status,Language,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Which higher education institution do you or did you study at?,What is your current year of study as of 2025?,What will be your highest qualification when you graduate?,Which of the following best describes the main subject that you are studying? ,Please indicate your nationality.,What is your gender?,Which of these statements best describes your current perception of the organisation as an employer?,Types of roles available:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Career progression and development:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Compensation and benefits:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Work-life balance and culture:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Application and interview process:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  .1,"On a scale from 1 to 10 (1 – Low, 10 – High), how would you rate the attractiveness of the organisation as an employer?   ",Which of these factors would most motivate you to apply for a position at the organisation?  ,Other - Write In (Required):Which of these factors would most motivate you to apply for a position at the organisation?  ,awareness_score,motivation_category,attractiveness_rating,awareness_normalized,attractiveness_normalized,composite_intent_score,cluster
86,2025-09-07 20:53:30,2025-09-07 20:54:13,Complete,English,1757249311_68bd7f1fa87d96.81889976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,155.69.180.17,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,,3,Values-oriented,8,0.6666666666666666,0.7777777777777778,0.7222222222222222,2
88,2025-09-10 20:02:59,2025-09-10 20:04:42,Complete,English,1757505769_68c168e9a425c6.69835127,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,122.11.214.106,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,,Work-life balance and culture,Application and interview process,,,6,Work-life balance,,3,Values-oriented,6,0.6666666666666666,0.5555555555555556,0.6111111111111112,1
89,2025-09-10 20:02:56,2025-09-10 20:03:58,Complete,English,1757505770_68c168ea198f58.53851300,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,111.65.56.124,103.88590240479,1.3552000522614,Singapore,Singapore,0,53,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,4,Job security,,4,Stability-oriented,4,1.0,0.3333333333333333,0.6666666666666666,1
91,2025-09-10 20:03:03,2025-09-10 22:55:30,Complete,English,1757505765_68c168e5d12d61.72739308,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.91 Mobile/15E148 Safari/604.1",,117.20.154.123,103.74729919434,1.3849999904633,Singapore,Singapore,0,68,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,10,Work-life balance,,4,Values-oriented,10,1.0,1.0,1.0,2
93,2025-09-10 20:03:01,2025-09-10 22:28:23,Complete,English,1757505766_68c168e641c138.47469546,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/140.0.7339.101 Mobile/15E148 Safari/604.1",,155.69.193.67,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,8,Job security,,3,Stability-oriented,8,0.6666666666666666,0.7777777777777778,0.7222222222222222,2
96,2025-09-10 20:03:11,2025-09-10 20:04:25,Complete,English,1757505771_68c168ebc22e39.08711322,Mozilla/5.0 (Android 16; Mobile; rv:142.0) Gecko/142.0 Firefox/142.0,,111.65.44.69,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7,Meaningful work impact,,1,Values-oriented,7,0.0,0.6666666666666666,0.3333333333333333,3
97,2025-09-10 20:03:08,2025-09-10 20:04:41,Complete,English,1757505785_68c168f946b8d2.37721670,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",,119.234.11.141,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,7,Career growth opportunities,,3,Growth-oriented,7,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
105,2025-09-10 20:03:23,2025-09-10 22:26:14,Complete,English,1757505779_68c168f37451e7.41738702,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.234.69.83,103.91429901123,1.315299987793,Singapore,Singapore,0,42,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,6,Work-life balance,,2,Values-oriented,6,0.3333333333333333,0.5555555555555556,0.4444444444444444,3
118,2025-09-10 22:29:04,2025-09-10 22:33:54,Complete,English,1757514537_68c18b29d89786.19490151,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,155.69.184.3,103.7266998291,1.3298000097275,Singapore,Jurong,0,61,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,6,Work-life balance,,2,Values-oriented,6,0.3333333333333333,0.5555555555555556,0.4444444444444444,3
119,2025-09-10 22:39:59,2025-09-10 22:43:16,Complete,English,1757515193_68c18db97e8ae4.64614290,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Safari/605.1.15",,155.69.181.2,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,6,Career growth opportunities,,2,Growth-oriented,6,0.3333333333333333,0.5555555555555556,0.4444444444444444,3
120,2025-09-10 22:49:10,2025-09-10 22:55:53,Complete,English,1757515030_68c18d167d0ad3.93101228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,155.69.180.2,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,4,Career growth opportunities,,1,Growth-oriented,4,0.0,0.3333333333333333,0.16666666666666666,0
123,2025-09-11 16:05:30,2025-09-11 16:12:42,Complete,English,1757577920_68c282c05f8515.90527926,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.192.66,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,,Application and interview process,,,6,Job security,,2,Stability-oriented,6,0.3333333333333333,0.5555555555555556,0.4444444444444444,3
125,2025-09-11 16:17:04,2025-09-11 16:17:50,Complete,English,1757578568_68c28548a2c475.61920857,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,155.69.180.17,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,9,Meaningful work impact,,4,Values-oriented,9,1.0,0.8888888888888888,0.9444444444444444,2
126,2025-09-11 16:23:27,2025-09-11 16:24:52,Complete,English,1757579003_68c286fb5e2380.81030539,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,119.56.73.221,103.80139923096,1.3673000335693,Singapore,,,,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Social Science,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,,Work-life balance and culture,Application and interview process,,,6,Career growth opportunities,,3,Growth-oriented,6,0.6666666666666666,0.5555555555555556,0.6111111111111112,1
127,2025-09-11 16:26:00,2025-09-11 16:36:03,Complete,English,1757579157_68c287956d8cc1.80691131,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.192.66,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,8,Job security,,3,Stability-oriented,8,0.6666666666666666,0.7777777777777778,0.7222222222222222,2
128,2025-09-11 16:36:38,2025-09-11 16:38:25,Complete,English,1757579797_68c28a15144347.21205690,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.192.66,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,5,Learning and development,,4,Growth-oriented,5,1.0,0.4444444444444444,0.7222222222222222,1
129,2025-09-11 16:41:17,2025-09-11 16:41:55,Complete,English,1757580073_68c28b299ed9f8.74464209,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.192.66,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7,Meaningful work impact,,4,Values-oriented,7,1.0,0.6666666666666666,0.8333333333333333,2
130,2025-09-11 16:42:09,2025-09-11 16:42:46,Complete,English,1757580128_68c28b606693c0.89910965,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.192.66,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Job security,,1,Stability-oriented,8,0.0,0.7777777777777778,0.3888888888888889,3
131,2025-09-11 16:42:55,2025-09-11 16:43:34,Complete,English,1757580173_68c28b8d908a67.99180401,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.192.66,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,6,Career growth opportunities,,1,Growth-oriented,6,0.0,0.5555555555555556,0.2777777777777778,0
132,2025-09-11 16:44:49,2025-09-11 16:45:22,Complete,English,1757580287_68c28bffa2a484.17555220,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.192.66,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,4,Meaningful work impact,,3,Values-oriented,4,0.6666666666666666,0.3333333333333333,0.5,1
133,2025-09-11 16:45:34,2025-09-11 16:46:16,Complete,English,1757580330_68c28c2a2965f6.17058251,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.192.66,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,5,Career growth opportunities,,2,Growth-oriented,5,0.3333333333333333,0.4444444444444444,0.38888888888888884,3
134,2025-09-11 16:47:43,2025-09-11 16:48:17,Complete,English,1757580461_68c28cad1f1b29.46773376,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.192.66,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,7,Meaningful work impact,,3,Values-oriented,7,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
135,2025-09-11 16:48:26,2025-09-11 16:49:04,Complete,English,1757580504_68c28cd83b28d5.98783889,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.192.66,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,,Application and interview process,,,5,Career growth opportunities,,3,Growth-oriented,5,0.6666666666666666,0.4444444444444444,0.5555555555555556,1
